id,Nome,Genero,Idade,Raça,Formação,Estado,Tempo de casa,Departamento,Senioridade,Idade Ingresso
2625,Giuseppe dos Santos,Masc,30,branco,Mestrado,Acre,4.0,Administrativo,Estagiário,26.0
2626,Jason Edivaldo de Ferraz,Masc,25,branco,Ensino Superior,Tocantins,7.0,Administrativo,Analista Pleno,18.0
2627,Olga de Vargas Nipa,Fem,34,branco,Ensino Superior,Minas Gerais,12.0,Operações,Analista Júnior,22.0
2628,Dionísio da Paraíba Yrudye Gime,Masc,40,pardo,Ensino Superior,Rondônia,8.0,Administrativo,Analista Sênior,32.0
2629,Flávio Nicolas Gomes de Iglesias,Masc,30,pardo,Mestrado,Paraná,5.0,Vendas,Analista Júnior,25.0
2630,Jackson Piroro,Masc,45,pardo,Ensino Superior,São Paulo,8.0,Vendas,Diretor,37.0
2631,Ramon Mike da Lira de Barbosa,Masc,31,pardo,Mestrado,Pernambuco,9.0,Vendas,Analista Pleno,22.0
2632,Sara Ibebu,Fem,30,amarelo,Ensino Superior,Amazonas,5.0,Contabilidade,Analista Sênior,25.0
2633,Emílio Ijeylman Taeso Teyencraz,Masc,35,branco,Ensino Superior,Mato Grosso,5.0,Recursos Humanos,Analista Júnior,30.0
2634,Estevão Wally de Braga,Masc,29,preto,Ensino Superior,São Paulo,7.0,Contabilidade,Analista Sênior,22.0
2635,Isaías Laerte Adralme,Masc,51,branco,Ensino Superior,Minas Gerais,5.0,Administrativo,Analista Sênior,46.0
2636,Itamar Giuseppe de Tavares,Masc,32,pardo,Ensino Superior,Minas Gerais,2.0,Operações,Gerente,30.0
2637,Altino de Lins Zapu,Masc,32,branco,Ensino Superior,Amazonas,4.0,Operações,Analista Pleno,28.0
2638,Artur Omusalã Idrae,Masc,31,preto,Ensino Superior,Rio Grande do Sul,8.0,Administrativo,Analista Júnior,23.0
2639,Ney Heitor de Vasconcelos da Cunha Isitude,Masc,32,pardo,Pós graduação,Acre,4.0,Contabilidade,Analista Júnior,28.0
2640,Caio Weanan,Masc,26,branco,Ensino Superior,Rondônia,5.0,Contabilidade,Analista Sênior,21.0
2641,Rogério Marco de Monteiro,Masc,37,pardo,Ensino Superior,Rio Grande do Sul,3.0,TI,Analista Sênior,34.0
2642,Celso Roberval de Borges,Masc,31,preto,Ensino Médio,Maranhão,7.0,Marketing,Analista Pleno,24.0
2643,Washington da Silva,Masc,30,pardo,Ensino Superior,Paraná,5.0,Recursos Humanos,Analista Júnior,25.0
2644,Jair Fabiano de Madureira,Masc,34,pardo,Mestrado,Rondônia,6.0,Contabilidade,Analista Sênior,28.0
2645,David Moisés dos Santos de Sá,Masc,30,pardo,Mestrado,Tocantins,5.0,Vendas,Analista Pleno,25.0
2646,Nicolau Walter Ubosson,Masc,24,pardo,Ensino Superior,Alagoas,1.0,Desenvolvimento de Produtos,Gerente,23.0
2647,Jacinto Aurélio de Cerqueira Ieão,Masc,30,pardo,Pós graduação,Distrito Federal,5.0,Desenvolvimento de Produtos,Gerente,25.0
2648,Barnabé Fragoso,Masc,28,branco,Doutorado,Amapá,8.0,Administrativo,Analista Sênior,20.0
2649,Marciano Ushinan de Souza,Masc,42,pardo,Ensino Superior,Minas Gerais,12.0,Compras,Analista Sênior,30.0
2650,Jardel Guilherme Rimechie da Silva de Palhares,Masc,38,branco,Pós graduação,Amapá,6.0,Compras,Analista Pleno,32.0
2651,Yolanda de Farias Tlamfa,Fem,30,pardo,Ensino Superior,Paraná,5.0,Recursos Humanos,Gerente,25.0
2652,Monique Ísis Vanimo da Silva,Fem,38,pardo,Ensino Superior,Paraíba,5.0,Marketing,Analista Júnior,33.0
2653,Jonathan Olavo do Piauí Júnior,Masc,34,pardo,Mestrado,Paraná,3.0,Vendas,Estagiário,31.0
2654,Xavier Batista Nunes,Masc,30,pardo,Pós graduação,Tocantins,5.0,Administrativo,Gerente,25.0
2655,Baltazar Mercado,Masc,38,pardo,Ensino Superior,São Paulo,1.0,Compras,Analista Pleno,37.0
2656,Daniel Milani,Masc,21,preto,Ensino Superior,Mato Grosso do Sul,7.0,Marketing,Analista Júnior,14.0
2657,Gisele Laura Alemman,Fem,31,preto,Ensino Superior,Minas Gerais,7.0,Operações,Analista Sênior,24.0
2658,Jesus Phio,Masc,23,branco,Ensino Superior,Rio de Janeiro,5.0,Vendas,Analista Sênior,18.0
2659,Margarida Eva Penedo Lisiã Terceiro,Fem,38,pardo,Mestrado,São Paulo,3.0,Compras,Analista Júnior,35.0
2660,Isabela de Gimenes,Fem,21,pardo,Pós graduação,Amapá,7.0,Compras,Analista Júnior,14.0
2661,Plínio Teguyotsu de Noronha,Masc,25,branco,Ensino Médio,Minas Gerais,1.0,Recursos Humanos,Gerente,24.0
2662,Genir Rosângela da Silva Sekayu,Fem,49,pardo,Ensino Superior,Bahia,2.0,Vendas,Analista Pleno,47.0
2663,Rogério Gilberto Lopes,Masc,27,pardo,Pós graduação,Minas Gerais,3.0,Desenvolvimento de Produtos,Analista Júnior,24.0
2664,Alessandre Iasriman Oaner,Masc,29,branco,Ensino Superior,Rio de Janeiro,7.0,Compras,Analista Júnior,22.0
2665,Raquel Dutra,Fem,29,pardo,Ensino Superior,Mato Grosso do Sul,11.0,Contabilidade,Analista Júnior,18.0
2666,Nilo Samuel Weiss de Guimarães Seixas,Masc,34,preto,Ensino Médio,Ceará,9.0,Recursos Humanos,Gerente,25.0
2667,Genir Eliomar Gipaman,Fem,41,branco,Ensino Superior,Paraná,2.0,TI,Analista Júnior,39.0
2668,Bruno Aécio de Bueno,Masc,30,pardo,Ensino Superior,Rondônia,5.0,Desenvolvimento de Produtos,Estagiário,25.0
2669,Marielle Maísa Nuzede Naves,Fem,21,branco,Ensino Superior,Goiás,6.0,Marketing,Estagiário,15.0
2670,Mel de Figueiredo Rossi Terceiro,Fem,25,pardo,Ensino Superior,Minas Gerais,8.0,Marketing,Analista Pleno,17.0
2671,Alexandre Elano Pires,Masc,31,pardo,Ensino Superior,Sergipe,7.0,TI,Estagiário,24.0
2672,Maurício Laércio Oloã Couto,Masc,46,pardo,Ensino Superior,Paraíba,4.0,Desenvolvimento de Produtos,Analista Júnior,42.0
2673,Juliana Helena Uparnma Rosa,Fem,19,pardo,Ensino Superior,São Paulo,4.0,Contabilidade,Analista Júnior,15.0
2674,Vera Wohoho,Fem,30,branco,Ensino Superior,Santa Catarina,7.0,Desenvolvimento de Produtos,Analista Júnior,23.0
2675,Evelyn Schmidt,Fem,23,pardo,Ensino Superior,Paraíba,6.0,Desenvolvimento de Produtos,Analista Júnior,17.0
2676,Ana de Assunção,Fem,30,pardo,Ensino Superior,Ceará,5.0,Vendas,Estagiário,25.0
2677,Aurélio da Costa Júnior,Masc,22,pardo,Ensino Superior,Minas Gerais,7.0,Administrativo,Analista Júnior,15.0
2678,Jonathas Mateus Afeman,Masc,29,branco,Ensino Superior,Bahia,8.0,Administrativo,Analista Júnior,21.0
2679,Filipe Martinez dos Santos,Masc,28,branco,Doutorado,São Paulo,6.0,Administrativo,Estagiário,22.0
2680,Luke Aloísio de Oliveira Júnior,Masc,26,branco,Pós graduação,Alagoas,0.0,Desenvolvimento de Produtos,Gerente,26.0
2681,Isac dos Santos,Masc,30,pardo,Ensino Superior,Ceará,5.0,Marketing,Analista Sênior,25.0
2682,Gislaine das Neves,Fem,26,branco,Mestrado,São Paulo,6.0,TI,Estagiário,20.0
2683,Elias Choleia Aeman,Masc,49,pardo,Ensino Superior,Pará,8.0,Operações,Analista Júnior,41.0
2684,Cirilo Cléber Freflaporn,Masc,26,branco,Pós graduação,Minas Gerais,8.0,TI,Analista Pleno,18.0
2685,Oséas Ofonaba Júnior,Masc,33,pardo,Doutorado,Santa Catarina,8.0,Compras,Analista Sênior,25.0
2686,Quico Alessandre Linoer de Gonçalves Júnior,Masc,32,branco,Mestrado,Acre,4.0,Vendas,Analista Júnior,28.0
2687,Valter Oséas Graozi,Masc,25,pardo,Ensino Superior,Minas Gerais,8.0,Desenvolvimento de Produtos,Analista Pleno,17.0
2688,Samila Mayara Seixas,Fem,30,pardo,Ensino Superior,Pará,5.0,Operações,Analista Júnior,25.0
2689,Heron dos Santos de Sá,Masc,32,pardo,Pós graduação,São Paulo,5.0,Desenvolvimento de Produtos,Analista Pleno,27.0
2690,Rodrigo Dionísio de Fonseca,Masc,25,pardo,Ensino Superior,Santa Catarina,11.0,Desenvolvimento de Produtos,Analista Júnior,14.0
2691,Valter Bóris Gezi,Masc,38,preto,Ensino Superior,Piauí,10.0,Desenvolvimento de Produtos,Analista Júnior,28.0
2692,Wesley Eugênio Ximenes Fleridaman,Masc,28,pardo,Ensino Superior,Bahia,4.0,Desenvolvimento de Produtos,Analista Pleno,24.0
2693,Carlos João Branco,Masc,38,pardo,Ensino Superior,Goiás,3.0,TI,Analista Pleno,35.0
2694,Amália Talita da Paixão Castelo Branco,Fem,27,pardo,Mestrado,Piauí,11.0,Contabilidade,Analista Júnior,16.0
2695,Anderson Esoan Ynppo Júnior,Masc,40,branco,Ensino Superior,Tocantins,5.0,Marketing,Gerente,35.0
2696,Kevin Luís Gomes,Masc,42,branco,Ensino Superior,São Paulo,2.0,Marketing,Analista Júnior,40.0
2697,Hélio Banhos,Masc,32,branco,Ensino Superior,Minas Gerais,7.0,Administrativo,Analista Pleno,25.0
2698,Fabiana Leila Queuan de Gusmões do Rio,Fem,32,branco,Ensino Superior,Rio de Janeiro,7.0,Administrativo,Gerente,25.0
2699,Ronaldo Beto Herrera,Masc,32,pardo,Pós graduação,Amapá,4.0,Compras,Analista Júnior,28.0
2700,Dina Anne de Matos,Fem,28,pardo,Ensino Superior,Minas Gerais,9.0,Recursos Humanos,Analista Sênior,19.0
2701,Dionísio Jairo de Moura,Masc,30,pardo,Ensino Superior,Paraná,6.0,Administrativo,Analista Júnior,24.0
2702,Marciano de Drummond Pimenta Naves,Masc,30,pardo,Ensino Superior,São Paulo,5.0,Recursos Humanos,Analista Sênior,25.0
2703,Lidiane Duque de Oliveira,Fem,32,pardo,Ensino Superior,Goiás,7.0,Contabilidade,Analista Júnior,25.0
2704,Inácio Frederico de Pacheco Seixas,Masc,21,branco,Mestrado,Amapá,6.0,Recursos Humanos,Analista Júnior,15.0
2705,Neila Walderice Mourão da Silva,Fem,39,branco,Mestrado,Distrito Federal,10.0,Desenvolvimento de Produtos,Analista Sênior,29.0
2706,Marcelo Caio de Santana Bahia da Silva,Masc,38,preto,Ensino Superior,Sergipe,4.0,Recursos Humanos,Analista Júnior,34.0
2707,Mike Emanoel de Moura Riuzoyo,Masc,37,branco,Ensino Superior,Amazonas,7.0,Marketing,Analista Júnior,30.0
2708,Dionísio Wellington de Ramos dos Santos Pinhão Júnior,Masc,43,branco,Ensino Superior,Rio de Janeiro,1.0,Administrativo,Analista Sênior,42.0
2709,Quitéria Mayra de Barbosa,Fem,45,pardo,Ensino Superior,Paraná,7.0,Marketing,Gerente,38.0
2710,Nair de Moura Pimenta,Fem,21,pardo,Pós graduação,Mato Grosso,4.0,Operações,Analista Pleno,17.0
2711,Eustáquio Luciano Tishoman Ceiz,Masc,29,branco,Ensino Superior,Santa Catarina,1.0,TI,Analista Sênior,28.0
2712,Solange Idiaer Leirnov Frias,Fem,22,pardo,Ensino Superior,Rio Grande do Sul,1.0,Contabilidade,Analista Júnior,21.0
2713,Vitor Mike Dijigoan,Masc,22,pardo,Pós graduação,Goiás,8.0,Compras,Analista Júnior,14.0
2714,Rute Hellen Gluoaoã,Fem,31,branco,Ensino Superior,Pernambuco,11.0,TI,Analista Pleno,20.0
2715,Hamilton Rangel,Masc,32,branco,Doutorado,Pernambuco,3.0,Contabilidade,Analista Júnior,29.0
2716,Rosângela da Silva,Fem,31,branco,Mestrado,Paraná,7.0,Vendas,Analista Pleno,24.0
2717,Alberto Teles,Masc,22,branco,Ensino Superior,Minas Gerais,3.0,Vendas,Analista Pleno,19.0
2718,Quico Gimfrorn,Masc,35,branco,Doutorado,Minas Gerais,7.0,Desenvolvimento de Produtos,Analista Júnior,28.0
2719,Gislaine Eunice da Cunha,Fem,28,pardo,Ensino Superior,Amazonas,3.0,Recursos Humanos,Analista Júnior,25.0
2720,Estevão Kevin da Lira de Lins,Masc,35,pardo,Ensino Superior,Mato Grosso,1.0,Desenvolvimento de Produtos,Analista Júnior,34.0
2721,Raiane Cecília de Toledo,Fem,29,pardo,Ensino Superior,Acre,6.0,Marketing,Analista Júnior,23.0
2722,Suzy Nair de Ortega Feal,Fem,22,pardo,Ensino Superior,Paraíba,4.0,Desenvolvimento de Produtos,Analista Sênior,18.0
2723,Xavier da Paixão Moreno,Masc,37,pardo,Doutorado,Tocantins,5.0,Vendas,Analista Júnior,32.0
2724,Raul Aldo de Rezende,Masc,36,pardo,Ensino Superior,Acre,4.0,Desenvolvimento de Produtos,Estagiário,32.0
2725,Ronaldo Trevisan,Masc,33,branco,Ensino Superior,Rio de Janeiro,7.0,Compras,Analista Pleno,26.0
2726,Laerte Flávio Aefi Júnior,Masc,29,branco,Ensino Superior,Mato Grosso,9.0,Vendas,Analista Pleno,20.0
2727,Lucas Mariano de Assunção,Masc,21,pardo,Ensino Superior,Tocantins,6.0,Recursos Humanos,Analista Júnior,15.0
2728,Marli Pinto,Fem,27,branco,Ensino Superior,Rio Grande do Norte,3.0,Operações,Analista Pleno,24.0
2729,Iago Alberto Marques Imoan Júnior,Masc,36,indígena,Ensino Superior,Maranhão,7.0,Vendas,Gerente,29.0
2730,Toninho Iago Valverde Weiss,Masc,21,preto,Pós graduação,Amazonas,4.0,Compras,Estagiário,17.0
2731,Rosângela da Silva,Fem,30,pardo,Ensino Superior,Alagoas,5.0,Marketing,Gerente,25.0
2732,Washington Bravan,Masc,22,pardo,Ensino Superior,Maranhão,7.0,Compras,Diretor,15.0
2733,Hilton Fontes,Masc,36,branco,Pós graduação,Minas Gerais,5.0,Marketing,Analista Júnior,31.0
2734,Nicolas Mugro,Masc,25,pardo,Ensino Superior,Paraíba,2.0,Marketing,Analista Pleno,23.0
2735,Mike Rodrigo Emmuabião,Masc,22,branco,Ensino Superior,Paraíba,7.0,TI,Estagiário,15.0
2736,Victor Elano Eavic,Masc,20,branco,Ensino Superior,Rio de Janeiro,5.0,Vendas,Diretor,15.0
2737,Cirilo de São Pedro,Masc,42,branco,Ensino Superior,Tocantins,5.0,Vendas,Analista Pleno,37.0
2738,Toninho de Soares,Masc,22,branco,Ensino Superior,Santa Catarina,1.0,Desenvolvimento de Produtos,Estagiário,21.0
2739,Emanoel de Oliveira Milani,Masc,27,branco,Pós graduação,Roraima,1.0,Operações,Estagiário,26.0
2740,Edson Gryschu,Masc,48,pardo,Ensino Superior,São Paulo,5.0,Desenvolvimento de Produtos,Analista Pleno,43.0
2741,Nicolas Guerra de Cardoso,Masc,37,pardo,Pós graduação,Rio Grande do Sul,2.0,Contabilidade,Analista Júnior,35.0
2742,Fábio do Amazonas de Martins,Masc,36,pardo,Ensino Superior,São Paulo,13.0,Marketing,Analista Júnior,23.0
2743,Orlando Daroke de Borges,Masc,30,pardo,Ensino Superior,Rondônia,5.0,Administrativo,Analista Júnior,25.0
2744,Luiz de Fonseca Kirobenu,Masc,45,pardo,Ensino Superior,Minas Gerais,3.0,Administrativo,Analista Sênior,42.0
2745,Wilson Camilo de Souza Tasuson Júnior,Masc,21,preto,Ensino Superior,Maranhão,4.0,Marketing,Analista Júnior,17.0
2746,Jackson Kluscil Copo Terceiro,Masc,23,branco,Pós graduação,Pará,8.0,Compras,Estagiário,15.0
2747,Mel de Peres Rahe,Fem,26,branco,Doutorado,Minas Gerais,11.0,Vendas,Analista Sênior,15.0
2748,Frederico dos Santos,Masc,21,branco,Doutorado,Ceará,4.0,Contabilidade,Analista Júnior,17.0
2749,Valter Ciro Ezskorn Júnior,Masc,30,branco,Ensino Superior,Santa Catarina,5.0,Administrativo,Analista Pleno,25.0
2750,Flávio das Neves,Masc,27,pardo,Ensino Superior,Rio Grande do Sul,3.0,Compras,Gerente,24.0
2751,Luís do Amaral,Masc,33,preto,Pós graduação,Santa Catarina,3.0,Compras,Estagiário,30.0
2752,Camila dos Santos,Fem,25,pardo,Ensino Superior,Alagoas,6.0,Contabilidade,Analista Sênior,19.0
2753,Augusto de Souza,Masc,33,branco,Mestrado,Paraná,6.0,Administrativo,Gerente,27.0
2754,Lisa Bete Letlum de Carvalho,Fem,23,preto,Doutorado,Sergipe,6.0,Recursos Humanos,Analista Júnior,17.0
2755,Xavier Rodrigo de Angola da Silva,Masc,30,pardo,Ensino Superior,Rio Grande do Sul,2.0,Contabilidade,Analista Sênior,28.0
2756,Hélio Ruroni de Siqueira Ikru,Masc,38,pardo,Ensino Superior,Bahia,4.0,Administrativo,Analista Júnior,34.0
2757,Domingos Vryfoel de Barbosa,Masc,57,pardo,Ensino Superior,Piauí,,Contabilidade,Analista Júnior,
2758,Mônica do Prado de Castro,Fem,29,branco,Ensino Superior,Goiás,7.0,Operações,Analista Júnior,22.0
2759,César de Leão,Masc,27,branco,Pós graduação,Alagoas,4.0,Compras,Analista Sênior,23.0
2760,Saulo Marques de Aguiar,Masc,34,branco,Pós graduação,Rio Grande do Sul,6.0,Contabilidade,Analista Pleno,28.0
2761,Marcelo Décio dos Santos Banhos Neto,Masc,32,pardo,Ensino Superior,Piauí,0.0,Vendas,Estagiário,32.0
2762,Melanie Mel dos Santos,Fem,25,preto,Doutorado,Paraná,5.0,Administrativo,Analista Pleno,20.0
2763,Tainá de Souza Gito,Fem,24,branco,Mestrado,Santa Catarina,10.0,Vendas,Analista Pleno,14.0
2764,Marlene Anopal Uwesu,Fem,19,pardo,Ensino Superior,Paraná,0.0,Contabilidade,Analista Pleno,19.0
2765,Célia de Souza Terceiro,Fem,47,pardo,Mestrado,Ceará,4.0,Desenvolvimento de Produtos,Analista Pleno,43.0
2766,Walter Bóris Ernvoman,Masc,19,branco,Ensino Superior,Pernambuco,5.0,Desenvolvimento de Produtos,Analista Sênior,14.0
2767,Heitor Raí Dutra dos Santos Júnior,Masc,25,pardo,Mestrado,Paraná,8.0,Operações,Analista Sênior,17.0
2768,Bartolomeu de Souza Buarque,Masc,28,pardo,Ensino Superior,Sergipe,7.0,TI,Analista Pleno,21.0
2769,Davi Greue de Barbosa Júnior,Masc,26,branco,Pós graduação,Rio de Janeiro,3.0,Recursos Humanos,Gerente,23.0
2770,Mike Kim da Paixão de Lemos Júnior,Masc,34,branco,Ensino Superior,Mato Grosso,6.0,Administrativo,Estagiário,28.0
2771,Rodolfo Isaías Foismelo,Masc,30,branco,Ensino Superior,Rondônia,11.0,Recursos Humanos,Analista Pleno,19.0
2772,Fábio Marcos do Amazonas,Masc,41,pardo,Pós graduação,Minas Gerais,8.0,Desenvolvimento de Produtos,Gerente,33.0
2773,Félix Otto Schneider,Masc,41,preto,Pós graduação,Pará,7.0,Operações,Analista Júnior,34.0
2774,Orlando Jean Gatsu de Sales Terceiro,Masc,32,pardo,Doutorado,Piauí,4.0,Vendas,Analista Sênior,28.0
2775,Ismael Dante Bramie dos Santos,Masc,21,branco,Ensino Superior,Paraíba,,Administrativo,Analista Pleno,
2776,Samara Ariel Rusaho,Fem,42,branco,Ensino Superior,Pernambuco,6.0,Vendas,Analista Sênior,36.0
2777,Fernando Felipe Syifa,Masc,34,pardo,Ensino Superior,Rio Grande do Sul,1.0,Vendas,Gerente,33.0
2778,Álvaro Isaías de Pinheiro Pinto,Masc,43,pardo,Doutorado,Alagoas,4.0,Administrativo,Analista Sênior,39.0
2779,Sara Desuroyo,Fem,50,pardo,Ensino Superior,Santa Catarina,9.0,Vendas,Estagiário,41.0
2780,Renato Matheus de Figueira da Cunha Chosviov,Masc,26,pardo,Ensino Médio,Amazonas,7.0,Compras,Analista Pleno,19.0
2781,Laila Gienu de Tavares da Silva,Fem,19,preto,Pós graduação,Paraná,2.0,Compras,Gerente,17.0
2782,Elói Aurélio Efyer,Masc,22,branco,Mestrado,Paraná,8.0,Compras,Analista Júnior,14.0
2783,Roberval da Silva Júnior,Masc,30,branco,Ensino Superior,Amazonas,5.0,Contabilidade,Analista Júnior,25.0
2784,Gustavo Xerxes Moreno de Siqueira da Silva Terceiro,Masc,30,branco,Mestrado,Paraná,5.0,Marketing,Estagiário,25.0
2785,Isabel Beatriz da Silva de Menezes,Fem,28,branco,Ensino Superior,Paraíba,4.0,Operações,Analista Pleno,24.0
2786,Antônio Gilmar Irnfi dos Santos,Masc,35,pardo,Ensino Superior,Rio de Janeiro,7.0,Operações,Analista Júnior,28.0
2787,Velma de Garcia da Encarnação Crezdruson,Fem,23,pardo,Mestrado,Maranhão,3.0,Marketing,Analista Júnior,20.0
2788,Manuel Pojiro Nunes,Masc,20,branco,Ensino Superior,Rondônia,0.0,Desenvolvimento de Produtos,Analista Sênior,20.0
2789,Francielle Vanda Rosa Aesca,Fem,30,branco,Ensino Superior,São Paulo,5.0,Desenvolvimento de Produtos,Gerente,25.0
2790,Mariano Guilherme de Machado,Masc,27,branco,Mestrado,Sergipe,5.0,Marketing,Analista Pleno,22.0
2791,Sebastião dos Santos Devuão de Brandão,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5.0,Vendas,Diretor,25.0
2792,Dionísio Rimedega,Masc,26,branco,Ensino Médio,Tocantins,10.0,Vendas,Analista Sênior,16.0
2793,Marcelo Giovanni Freire,Masc,24,branco,Ensino Superior,Bahia,9.0,Contabilidade,Analista Pleno,15.0
2794,Martin Luciano de Osório,Masc,29,pardo,Mestrado,Paraná,7.0,Vendas,Analista Júnior,22.0
2795,Ezequiel Ali de Mello Neto,Masc,30,branco,Ensino Superior,Rio Grande do Sul,5.0,Desenvolvimento de Produtos,Estagiário,25.0
2796,Manuel Heitor Naztoman dos Santos,Masc,23,branco,Ensino Superior,Piauí,0.0,TI,Analista Júnior,23.0
2797,Quirino de Barbosa,Masc,33,branco,Mestrado,Paraná,3.0,Administrativo,Analista Júnior,30.0
2798,Gigi Suzanne Dricla Iehu,Fem,39,pardo,Pós graduação,Sergipe,5.0,Contabilidade,Gerente,34.0
2799,Flávio dos Santos,Masc,54,pardo,Mestrado,Distrito Federal,7.0,Recursos Humanos,Analista Pleno,47.0
2800,Carolina Marcielle Ronlateshi,Fem,30,branco,Ensino Superior,Bahia,5.0,Recursos Humanos,Analista Sênior,25.0
2801,Sandro Valente,Masc,32,pardo,Ensino Superior,Piauí,0.0,Recursos Humanos,Analista Júnior,32.0
2802,Maurício Guyudo Rossi,Masc,30,pardo,Ensino Superior,Rio de Janeiro,5.0,Operações,Analista Sênior,25.0
2803,Rodrigo da Silva de Bueno,Masc,24,preto,Mestrado,Minas Gerais,6.0,Marketing,Analista Júnior,18.0
2804,Wally dos Santos Ciprao,Masc,21,branco,Ensino Superior,Santa Catarina,3.0,TI,Gerente,18.0
2805,Marlon Lúcio de Souza Enoian,Masc,30,branco,Pós graduação,Acre,5.0,Administrativo,Analista Pleno,25.0
2806,Olavo Cauê de Salgado Frias,Masc,29,pardo,Ensino Superior,Paraná,,Compras,Estagiário,
2807,Karl Nicolau Mineiro Gomes,Masc,36,branco,Ensino Superior,Bahia,3.0,Contabilidade,Analista Sênior,33.0
2808,Gilmar de Noronha Tealvic,Masc,30,branco,,Mato Grosso,5.0,Administrativo,Estagiário,25.0
2809,Milton Moacyr dos Santos,Masc,36,branco,Ensino Superior,Distrito Federal,8.0,Compras,Analista Pleno,28.0
2810,Denise Maria Kapo,Fem,37,pardo,Ensino Superior,Rondônia,5.0,Operações,Analista Sênior,32.0
2811,Ivan Frederico de Assis,Masc,26,branco,Ensino Superior,Sergipe,6.0,Compras,Analista Júnior,20.0
2812,Giuseppe da Silva Júnior,Masc,28,pardo,Ensino Superior,Alagoas,4.0,Compras,Gerente,24.0
2813,Reginaldo Castelo de Cerqueira Pymgra,Masc,30,pardo,Ensino Médio,Piauí,5.0,Administrativo,Analista Júnior,25.0
2814,Jaziel de Gusmão,Masc,28,pardo,Pós graduação,Rio de Janeiro,1.0,Marketing,Gerente,27.0
2815,Adriano Frederico de Iglesias,Masc,19,branco,Pós graduação,Bahia,4.0,Marketing,Gerente,15.0
2816,Marco Pogamci Teki,Masc,28,pardo,Ensino Superior,Mato Grosso,4.0,Compras,Gerente,24.0
2817,Davi de Peixoto,Masc,30,branco,Ensino Médio,Tocantins,5.0,Recursos Humanos,Gerente,25.0
2818,Hamilton de Moura,Masc,54,pardo,Ensino Superior,Tocantins,3.0,Recursos Humanos,Analista Pleno,51.0
2819,Uribe Alisson Uama,Masc,28,pardo,Ensino Superior,Paraná,1.0,Operações,Analista Pleno,27.0
2820,Guilherme Tomáz de Cabral dos Santos,Masc,24,pardo,Ensino Superior,Maranhão,10.0,TI,Analista Júnior,14.0
2821,Madalena Josilda Chinabi,Fem,26,pardo,Pós graduação,Paraná,7.0,Vendas,Analista Sênior,19.0
2822,Sheila de Torquato,Fem,33,branco,Ensino Médio,Acre,8.0,Administrativo,Analista Pleno,25.0
2823,Mirela de Souza,Fem,36,branco,Ensino Superior,Paraíba,7.0,Recursos Humanos,Analista Júnior,29.0
2824,Edivaldo Itaz,Masc,37,preto,Pós graduação,São Paulo,7.0,Administrativo,Analista Júnior,30.0
2825,Armando Lino d'Ávila,Masc,21,branco,Ensino Superior,Maranhão,6.0,Marketing,Analista Júnior,15.0
2826,Jânio Aoson,Masc,20,pardo,Ensino Superior,São Paulo,3.0,Administrativo,Analista Júnior,17.0
